S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR
-0.409902164495986,-0.4026270632603888,-0.41337829211099325,-0.011572950405116352,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3100080036417297,-0.22539792865598593,-0.23722296858463024,-0.03182431820226953,-0.5294209421244626,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
-0.5806802144382506,-0.4026270632603888,-0.5772124166480007,-0.17991533621654787,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3415842784183586,-0.26292288089800164,-0.26139997164136636,-0.4461540342315594,-0.4794097067638347,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
-0.03988305628773091,-0.18089625236245419,0.007909456698452128,0.5215112713310984,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.27843172886510087,-0.26292288089800164,-0.23722296858463024,-0.03182431820226953,-0.5294209421244626,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
1.3832673598978376,0.8765891534584394,1.622845827134665,1.7560221006149497,-0.2243744389211993,-0.10425262218002354,0.8861883777290871,2.029449047220971,-0.3100080036417297,-0.26292288089800164,-0.23722296858463024,-0.2804221478198435,1.3460003838990813,-2.630540304912133,-0.3147488527028777,-0.2940286695578086
-0.409902164495986,-0.4026270632603888,-0.5772124166480007,-0.3482577220279894,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3100080036417297,-0.26292288089800164,-0.23722296858463024,-0.36328809102570153,-0.5044153244441486,0.007447777202040634,-0.3147488527028777,-0.2940286695578086
-0.03988305628773091,-0.18089625236245419,0.1717435812354596,0.68985365714253,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.27843172886510087,-0.22539792865598593,-0.23722296858463024,-0.11469026140812759,-0.5294209421244626,0.1230042013251176,-0.3147488527028777,-0.2940286695578086
0.13089499365453366,-0.07855895502495013,0.007909456698452128,0.1567694354063152,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3100080036417297,-0.26292288089800164,-0.23722296858463024,-0.36328809102570153,-0.3543816183622651,-0.8245584764815641,-0.3147488527028777,-0.2940286695578086
-0.7514582643805152,-0.6073016579353969,-0.9985001654574461,-0.8813419437641943,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.27843172886510087,-0.26292288089800164,-0.23722296858463024,-0.03182431820226953,-0.5294209421244626,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
-0.03988305628773091,-0.18089625236245419,-0.27294904250783925,-0.011572950405116352,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3100080036417297,-0.30044783314001744,-0.23722296858463024,-0.36328809102570153,-0.4794097067638347,-0.10480703480277673,-0.3147488527028777,-0.2940286695578086
-0.2106611062300056,-0.4026270632603888,-0.41337829211099325,-0.011572950405116352,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3100080036417297,-0.26292288089800164,-0.23722296858463024,-0.36328809102570153,-0.4544040890835208,-0.0882989742136247,-0.3147488527028777,-0.2940286695578086
-0.7514582643805152,-0.6073016579353969,-0.41337829211099325,0.1567694354063152,-0.2243744389211993,-0.14882858365613622,0.4923383349118464,1.5702946934918751,-0.3100080036417297,-0.26292288089800164,-0.2130459655278941,-0.03182431820226953,-0.5294209421244626,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
-0.03988305628773091,-0.18089625236245419,0.31217283083861364,0.68985365714253,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.27843172886510087,-0.26292288089800164,-0.23722296858463024,-0.03182431820226953,-0.5294209421244626,0.16262354673788065,-0.3147488527028777,-0.2940286695578086
-0.03988305628773091,-0.18089625236245419,0.8972947041850665,1.0545954930673034,-0.2243744389211993,-0.11911127600539444,0.6122057392475284,1.9274147463922833,-0.27843172886510087,-0.30044783314001744,-0.23722296858463024,-0.03182431820226953,-0.5294209421244626,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
2.094842567990622,0.9959826670188637,2.067538450877972,1.3912802646901763,1.736073680872143,-0.10425262218002354,2.495836378808245,-0.31733987183885326,0.4793988657739919,-0.18787297641397013,1.3584592331599534,-0.11469026140812759,2.821331827037602,0.3508154374521535,-0.3147488527028777,-0.2940286695578086
2.4363986678751512,1.5247253699293166,2.207967700481118,1.7560221006149497,2.3830215604039457,3.0903579502747185,2.46158854899805,-0.16428842059582122,1.1109243613065691,0.18737654600618747,-0.0679839471874774,-0.03182431820226953,2.5462700325541494,3.7382694703056307,-0.3147488527028777,-0.2940286695578086
1.5540454098401022,2.58221077575021,1.178153203391358,1.559622650501608,-0.20476995772326587,-0.14882858365613622,0.6978253137730155,2.080466197635315,-0.27843172886510087,-0.22539792865598593,-0.23722296858463024,-0.36328809102570153,0.8458880302928029,-0.6990972160053822,-0.3147488527028777,-0.2940286695578086
2.094842567990622,0.6719145587834312,1.927109201274818,1.559622650501608,2.4418350039977463,3.149792565576202,2.4787124639031473,-0.1132712701814772,1.1109243613065691,2.588973489495196,4.332230609138495,2.7027518075910435,1.9961464435872431,0.9946298004247903,-0.3147488527028777,3.401028891175496
2.4363986678751512,3.759089695131534,2.3483969500842634,1.7560221006149497,2.4418350039977463,3.164651219401573,2.512960293713342,-0.1132712701814772,1.2372294604130847,0.14985159376417168,0.7056801506280784,0.13390756820944633,3.6715228281682752,1.3611087454969262,-0.3147488527028777,-0.2940286695578086
-0.03988305628773091,-0.18089625236245419,-0.27294904250783925,-0.17991533621654787,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3415842784183586,-0.26292288089800164,-0.23722296858463024,-0.4461540342315594,-0.4544040890835208,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
0.5009141018627786,0.14317185587297837,0.31217283083861364,0.1567694354063152,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.3415842784183586,-0.26292288089800164,-0.26139997164136636,-0.36328809102570153,-0.004302970837870284,-1.9504082086452506,-0.3147488527028777,-0.2940286695578086
1.0132482516895824,0.8765891534584394,1.622845827134665,0.5215112713310984,-0.4400237320984669,-0.34199108338595785,-0.36385741034302477,-0.16428842059582122,3.0055008479043015,0.6752009251523922,0.24631709255009213,0.38250539782702025,1.4460228546203369,1.777111872333943,-0.3147488527028777,3.401028891175496
-0.9222363143227899,-0.6073016579353969,-0.9985001654574461,-1.4144261655004091,-0.4988371756922672,-0.3865670448620705,-0.5864683041092913,-0.6744599247392613,-0.27843172886510087,-0.26292288089800164,-0.26139997164136636,-0.11469026140812759,-0.5794321774850903,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
-0.2106611062300056,-0.28323354969996434,0.593031330044905,0.8581960429539616,-0.10674755173359875,-0.029959353053169074,0.8690644628239897,2.4886034009500673,-0.3100080036417297,-0.26292288089800164,-0.2130459655278941,-0.03182431820226953,-0.5294209421244626,0.004146165084253152,-0.3147488527028777,-0.2940286695578086
